1	4	0.00
1	3	0.00
1	2	0.00
1	1	0.00
1	0	1.00
10	1	0.00
10	0	1.00
11	1	0.00
11	0	1.00
12	1	0.00
12	0	1.00
13	1	0.00
13	0	1.00
14	1	0.00
14	0	1.00
15	1	0.00
15	0	1.00
16	2	0.00
16	1	0.00
16	0	1.00
17	1	0.00
17	0	1.00
18	1	0.00
18	0	1.00
19	27	0.00
19	26	0.00
19	25	0.00
19	24	0.00
19	23	0.00
19	22	0.00
19	21	0.00
19	20	0.00
19	19	0.00
19	18	0.00
19	17	0.00
19	16	0.00
19	15	0.00
19	14	0.00
19	13	0.00
19	12	0.00
19	11	0.00
19	10	0.00
19	9	0.00
19	8	0.00
19	7	0.00
19	6	0.00
19	5	0.00
19	4	0.00
19	3	0.00
19	2	0.00
19	1	0.00
19	0	1.00
2	1	0.00
2	0	1.00
20	1	0.00
20	0	1.00
21	174	0.00
21	173	0.00
21	172	0.00
21	171	0.00
21	170	0.00
21	169	0.00
21	168	0.00
21	167	0.00
21	166	0.00
21	165	0.00
21	164	0.00
21	163	0.00
21	162	0.00
21	161	0.00
21	160	0.00
21	159	0.00
21	158	0.00
21	157	0.00
21	156	0.00
21	155	0.00
21	154	0.00
21	153	0.00
21	152	0.00
21	151	0.00
21	150	0.00
21	149	0.00
21	148	0.00
21	147	0.00
21	146	0.00
21	145	0.00
21	144	0.00
21	143	0.00
21	142	0.00
21	141	0.00
21	140	0.00
21	139	0.00
21	138	0.00
21	137	0.00
21	136	0.00
21	135	0.00
21	134	0.00
21	133	0.00
21	132	0.00
21	131	0.00
21	130	0.00
21	129	0.00
21	128	0.00
21	127	0.00
21	126	0.00
21	125	0.00
21	124	0.00
21	123	0.00
21	122	0.00
21	121	0.00
21	120	0.00
21	119	0.00
21	118	0.00
21	117	0.00
21	116	0.00
21	115	0.00
21	114	0.00
21	113	0.00
21	112	0.00
21	111	0.00
21	110	0.00
21	109	0.00
21	108	0.00
21	107	0.00
21	106	0.00
21	105	0.00
21	104	0.00
21	103	0.00
21	102	0.00
21	101	0.00
21	100	0.00
21	99	0.00
21	98	0.00
21	97	0.00
21	96	0.00
21	95	0.00
21	94	0.00
21	93	0.00
21	92	0.00
21	91	0.00
21	90	0.00
21	89	0.00
21	88	0.00
21	87	0.00
21	86	0.00
21	85	0.00
21	84	0.00
21	83	0.00
21	82	0.00
21	81	0.00
21	80	0.00
21	79	0.00
21	78	0.00
21	77	0.00
21	76	0.00
21	75	0.00
21	74	0.00
21	73	0.00
21	72	0.00
21	71	0.00
21	70	0.00
21	69	0.00
21	68	0.00
21	67	0.00
21	66	0.00
21	65	0.00
21	64	0.00
21	63	0.00
21	62	0.00
21	61	0.00
21	60	0.00
21	59	0.00
21	58	0.00
21	57	0.00
21	56	0.00
21	55	0.00
21	54	0.00
21	53	0.00
21	52	0.00
21	51	0.00
21	50	0.00
21	49	0.00
21	48	0.00
21	47	0.00
21	46	0.00
21	45	0.00
21	44	0.00
21	43	0.00
21	42	0.00
21	41	0.00
21	40	0.00
21	39	0.00
21	38	0.00
21	37	0.00
21	36	0.00
21	35	0.00
21	34	0.00
21	33	0.00
21	32	0.00
21	31	0.00
21	30	0.00
21	29	0.00
21	28	0.00
21	27	0.00
21	26	0.00
21	25	0.00
21	24	0.00
21	23	0.00
21	22	0.00
21	21	0.00
21	20	0.00
21	19	0.00
21	18	0.00
21	17	0.00
21	16	0.00
21	15	0.00
21	14	0.00
21	13	0.00
21	12	0.00
21	11	0.00
21	10	0.00
21	9	0.00
21	8	0.00
21	7	0.00
21	6	0.00
21	5	0.00
21	4	0.00
21	3	0.00
21	2	0.00
21	1	0.00
21	0	1.00
22	1	0.00
22	0	1.00
3	1	0.00
3	0	1.00
4	1	0.00
4	0	1.00
5	1	0.00
5	0	1.00
6	1	0.00
6	0	1.00
7	1	0.00
7	0	1.00
8	1	0.00
8	0	1.00
9	98	0.00
9	97	0.00
9	96	0.00
9	95	0.00
9	94	0.00
9	93	0.00
9	92	0.00
9	91	0.00
9	90	0.00
9	89	0.00
9	88	0.00
9	87	0.00
9	86	0.00
9	85	0.00
9	84	0.00
9	83	0.00
9	82	0.00
9	81	0.00
9	80	0.00
9	79	0.00
9	78	0.00
9	77	0.00
9	76	0.00
9	75	0.00
9	74	0.00
9	73	0.00
9	72	0.00
9	71	0.00
9	70	0.00
9	69	0.00
9	68	0.00
9	67	0.00
9	66	0.00
9	65	0.00
9	64	0.00
9	63	0.00
9	62	0.00
9	61	0.00
9	60	0.00
9	59	0.00
9	58	0.00
9	57	0.00
9	56	0.00
9	55	0.00
9	54	0.00
9	53	0.00
9	52	0.00
9	51	0.00
9	50	0.00
9	49	0.00
9	48	0.00
9	47	0.00
9	46	0.00
9	45	0.00
9	44	0.00
9	43	0.00
9	42	0.00
9	41	0.00
9	40	0.00
9	39	0.00
9	38	0.00
9	37	0.00
9	36	0.00
9	35	0.00
9	34	0.00
9	33	0.00
9	32	0.00
9	31	0.00
9	30	0.00
9	29	0.00
9	28	0.00
9	27	0.00
9	26	0.00
9	25	0.00
9	24	0.00
9	23	0.00
9	22	0.00
9	21	0.00
9	20	0.00
9	19	0.00
9	18	0.00
9	17	0.00
9	16	0.00
9	15	0.00
9	14	0.00
9	13	0.00
9	12	0.00
9	11	0.00
9	10	0.00
9	9	0.00
9	8	0.00
9	7	0.00
9	6	0.00
9	5	0.00
9	4	0.00
9	3	0.00
9	2	0.00
9	1	0.00
9	0	1.00
MT	98	0.00
MT	97	0.00
MT	96	0.00
MT	95	0.00
MT	94	0.00
MT	93	0.00
MT	92	0.00
MT	91	0.00
MT	90	0.00
MT	89	0.00
MT	88	0.01
MT	87	0.01
MT	86	0.01
MT	85	0.01
MT	84	0.01
MT	83	0.01
MT	82	0.01
MT	81	0.02
MT	80	0.02
MT	79	0.02
MT	78	0.03
MT	77	0.03
